Hour,Hopep ($/MW),Ontario Demand (MW),Weekday/Weekend,Holiday,Onpeak/Offpeak,Temperature location in degrees Farenheit: ON - Toronto Lester B. Pearson 
24,4.88,12412,1,0,0,44.6
1,0,12001,1,0,0,42.8
2,0,11882,1,0,0,41
3,0,11856,1,0,0,39.2
4,0,11931,1,0,0,50
5,0.69,12407,1,0,0,50
6,4.14,13352,1,0,0,50
7,5.79,14393,1,0,0,50
8,2.76,14300,1,0,1,50
9,0.68,13790,1,0,1,50
10,0,13362,1,0,1,42.8
11,0,13183,1,0,1,42.8
12,0,13043,1,0,1,42.8
13,0,13312,1,0,1,42.8
14,0,13260,1,0,1,42.8
15,0,13250,1,0,1,42.8
16,0,13617,1,0,1,42.8
17,1.95,14110,1,0,1,42.8
18,4.26,14485,1,0,1,42.8
19,5.87,14963,1,0,1,42.8
20,9.07,15423,1,0,1,41
21,3.31,15108,1,0,1,41
22,0,14012,1,0,1,41
23,0,12799,1,0,1,41
24,-0.05,12042,1,0,0,41
1,-0.13,11530,1,0,0,50
2,-1.27,11458,1,0,0,57.2
3,-2.93,11433,1,0,0,60.8
4,-0.31,11535,1,0,0,60.8
5,-0.01,12081,1,0,0,60.8
6,0,13240,1,0,0,60.8
7,0,14397,1,0,0,60.8
8,0,14773,1,0,1,60.8
9,0.43,14724,1,0,1,60.8
10,5.84,14839,1,0,1,50
11,0.93,14788,1,0,1,50
12,0,14337,1,0,1,51.8
13,0,14169,1,0,1,55.4
14,0,14617,1,0,1,57.2
15,0,14646,1,0,1,57.2
16,6.08,15074,1,0,1,57.2
17,37.96,16033,1,0,1,55.4
18,14.89,15841,1,0,1,55.4
19,5.87,15871,1,0,1,57.2
20,5.78,15978,1,0,1,55.4
21,4.33,15426,1,0,1,53.6
22,0.38,14304,1,0,1,57.2
23,-0.01,13157,1,0,1,59
24,0,12445,1,0,0,60.8
1,0,12027,1,0,0,59
2,0,11781,1,0,0,46.4
3,0,11684,1,0,0,41
4,0,11870,1,0,0,41
5,2.41,12483,1,0,0,41
6,8.96,13536,1,0,0,41
7,12.86,14764,1,0,0,41
8,14.02,15324,1,0,1,41
9,8.4,15437,1,0,1,41
10,7.75,15554,1,0,1,59
11,5.86,15340,1,0,1,59
12,4.58,15005,1,0,1,59
13,2.88,14697,1,0,1,59
14,0,14442,1,0,1,59
15,0.38,14116,1,0,1,59
16,5.19,14295,1,0,1,59
17,16.08,14763,1,0,1,59
18,21.75,14933,1,0,1,59
19,22.14,15222,1,0,1,46.4
20,20.76,15597,1,0,1,46.4
21,20.06,15429,1,0,1,46.4
22,17.11,14559,1,0,1,44.6
23,26.55,13668,1,0,1,42.8
24,19.69,12702,1,0,0,41
1,13.35,12149,0,0,0,39.2
2,13.34,11978,0,0,0,51.8
3,13.33,11868,0,0,0,50
4,13.32,12023,0,0,0,50
5,11.46,12141,0,0,0,50
6,5.9,12354,0,0,0,50
7,8.16,12781,0,0,0,50
8,7.57,13047,0,0,0,50
9,10.08,12968,0,0,0,50
10,14.12,13135,0,0,0,39.2
11,30.46,13261,0,0,0,39.2
12,14.94,13012,0,0,0,51.8
13,7.68,12763,0,0,0,55.4
14,5.92,12765,0,0,0,51.8
15,5.98,12868,0,0,0,50
16,8.49,13269,0,0,0,50
17,11.37,13693,0,0,0,51.8
18,16.29,13952,0,0,0,51.8
19,22.78,13946,0,0,0,51.8
20,18.66,14243,0,0,0,50
21,12.63,14072,0,0,0,50
22,6.46,13329,0,0,0,50
23,5.92,12476,0,0,0,50
24,8.36,11927,0,0,0,50
1,5.33,11536,0,1,0,50
2,0,11052,0,1,0,50
3,-0.01,10877,0,1,0,48.2
4,-2.7,10871,0,1,0,48.2
5,-1.37,10834,0,1,0,41
6,0,11277,0,1,0,41
7,0,11860,0,1,0,41
8,0,12613,0,1,0,41
9,0,13011,0,1,0,41
10,0,12965,0,1,0,50
11,0,12929,0,1,0,50
12,0,12979,0,1,0,50
13,5.59,12932,0,1,0,50
14,5.8,13070,0,1,0,50
15,9.6,13221,0,1,0,50
16,13.35,13839,0,1,0,50
17,12.77,14161,0,1,0,50
18,12.77,14317,0,1,0,50
19,13.37,14502,0,1,0,50
20,13.33,14911,0,1,0,50
21,8.99,14620,0,1,0,50
22,11.48,13769,0,1,0,50
23,12.72,12982,0,1,0,50
24,8.38,12386,0,1,0,50
1,5.84,12090,1,0,0,41
2,5.92,11964,1,0,0,44.6
3,7.16,11973,1,0,0,44.6
4,13.32,12232,1,0,0,44.6
5,11.47,12777,1,0,0,44.6
6,17.81,13979,1,0,0,44.6
7,25.87,15395,1,0,0,44.6
8,25.57,15870,1,0,1,44.6
9,29.93,15997,1,0,1,44.6
10,29.1,15993,1,0,1,41
11,26.93,15979,1,0,1,41
12,13.35,15776,1,0,1,41
13,12.4,15741,1,0,1,42.8
14,13.33,15883,1,0,1,44.6
15,21.35,16042,1,0,1,44.6
16,19.15,16109,1,0,1,44.6
17,15.91,16271,1,0,1,44.6
18,13.92,16169,1,0,1,44.6
19,18.66,16248,1,0,1,44.6
20,20.95,16510,1,0,1,44.6
21,15.5,16076,1,0,1,46.4
22,12.98,14868,1,0,1,44.6
23,14.93,13899,1,0,1,44.6
24,9.61,13057,1,0,0,44.6
1,4.34,12504,1,0,0,44.6
2,0.93,12221,1,0,0,44.6
3,0.46,12187,1,0,0,48.2
4,0.49,12289,1,0,0,48.2
5,2.91,12807,1,0,0,48.2
6,15,14119,1,0,0,48.2
7,26.72,15294,1,0,0,48.2
8,14.36,15662,1,0,1,48.2
9,13.35,15478,1,0,1,48.2
10,13.35,15235,1,0,1,44.6
11,11.48,15163,1,0,1,44.6
12,12.86,15011,1,0,1,44.6
13,13.37,14971,1,0,1,44.6
14,9.64,14699,1,0,1,44.6
15,13.34,14565,1,0,1,44.6
16,12.5,14809,1,0,1,44.6
17,11.58,15114,1,0,1,44.6
18,13.07,15202,1,0,1,44.6
19,15.71,15451,1,0,1,44.6
20,15.19,15781,1,0,1,44.6
21,22.78,15848,1,0,1,44.6
22,13.16,14750,1,0,1,51.8
23,7.62,13585,1,0,1,48.2
24,6.34,12846,1,0,0,48.2
1,0.47,12313,1,0,0,46.4
2,0,12057,1,0,0,62.6
3,0,12004,1,0,0,55.4
4,0,12044,1,0,0,55.4
5,-0.26,12595,1,0,0,55.4
6,5.04,13705,1,0,0,55.4
7,8.88,14816,1,0,0,55.4
8,7.11,15016,1,0,1,55.4
9,5.82,14703,1,0,1,55.4
10,0.39,14439,1,0,1,46.4
11,5.21,14198,1,0,1,46.4
12,4.95,14229,1,0,1,46.4
13,5.22,14457,1,0,1,46.4
14,4.03,14394,1,0,1,46.4
15,4.37,14507,1,0,1,62.6
16,4.68,14840,1,0,1,59
17,28.07,15301,1,0,1,62.6
18,17.33,15358,1,0,1,64.4
19,12.33,15383,1,0,1,62.6
20,14.35,15664,1,0,1,62.6
21,10.8,15579,1,0,1,55.4
22,8.93,14602,1,0,1,53.6
23,3.97,13428,1,0,1,57.2
24,3.21,12512,1,0,0,55.4
1,-0.02,12021,1,0,0,51.8
2,1.9,11803,1,0,0,50
3,-0.01,11726,1,0,0,50
4,1.92,11821,1,0,0,48.2
5,4.62,12375,1,0,0,46.4
6,5.84,13402,1,0,0,46.4
7,12.98,14601,1,0,0,46.4
8,8.08,14674,1,0,1,51.8
9,5.8,14496,1,0,1,51.8
10,5.92,14311,1,0,1,51.8
11,5.83,14313,1,0,1,51.8
12,2.6,14198,1,0,1,51.8
13,3.38,14306,1,0,1,51.8
14,0,14292,1,0,1,51.8
15,0,14191,1,0,1,51.8
16,0,14613,1,0,1,51.8
17,5.24,15054,1,0,1,51.8
18,4.94,15297,1,0,1,51.8
19,5.83,15543,1,0,1,51.8
20,4.73,15843,1,0,1,50
21,0,15379,1,0,1,50
22,0.4,14424,1,0,1,50
23,0,13380,1,0,1,50
24,0,12597,1,0,0,50
1,0,12228,1,0,0,53.6
2,0,11963,1,0,0,60.8
3,0,11849,1,0,0,50
4,0,11918,1,0,0,50
5,2.7,12368,1,0,0,50
6,5.83,13486,1,0,0,50
7,5.79,14513,1,0,0,50
8,5.86,14841,1,0,1,50
9,1.91,14744,1,0,1,50
10,0,14599,1,0,1,53.6
11,0,14415,1,0,1,53.6
12,0,14166,1,0,1,53.6
13,0.46,14005,1,0,1,53.6
14,0,13822,1,0,1,53.6
15,0,13645,1,0,1,62.6
16,0,13715,1,0,1,64.4
17,0.95,14255,1,0,1,64.4
18,14.05,14604,1,0,1,62.6
19,13.04,14887,1,0,1,60.8
20,19.34,14960,1,0,1,57.2
21,25.6,15028,1,0,1,55.4
22,13.6,14261,1,0,1,53.6
23,8.7,13106,1,0,1,51.8
24,10.11,12410,1,0,0,50
1,6.91,11964,0,0,0,48.2
2,5.9,11652,0,0,0,48.2
3,5.83,11579,0,0,0,51.8
4,0,11584,0,0,0,51.8
5,0,11722,0,0,0,51.8
6,2.89,11842,0,0,0,51.8
7,5.86,12281,0,0,0,51.8
8,-0.01,12643,0,0,0,51.8
9,2.1,12927,0,0,0,51.8
10,5.82,13121,0,0,0,48.2
11,3.12,13162,0,0,0,48.2
12,0,13047,0,0,0,48.2
13,0.94,12910,0,0,0,48.2
14,0,12850,0,0,0,48.2
15,0.04,12903,0,0,0,48.2
16,5.75,13220,0,0,0,48.2
17,3.67,13616,0,0,0,48.2
18,0.67,13835,0,0,0,48.2
19,0.04,13945,0,0,0,48.2
20,2,14145,0,0,0,48.2
21,0.96,13916,0,0,0,48.2
22,0,13142,0,0,0,48.2
23,-1.72,12340,0,0,0,50
24,-3.37,11640,0,0,0,51.8
1,-2.46,11276,0,0,0,53.6
2,-3.74,11087,0,0,0,68
3,-4.16,11037,0,0,0,60.8
4,-4.2,10879,0,0,0,60.8
5,-3.09,11044,0,0,0,60.8
6,-3.28,11249,0,0,0,60.8
7,-3.2,11482,0,0,0,60.8
8,-3.74,11893,0,0,0,60.8
9,-3,12091,0,0,0,60.8
10,-3,12200,0,0,0,53.6
11,-3,12288,0,0,0,53.6
12,-3,12263,0,0,0,53.6
13,-3,12241,0,0,0,53.6
14,-3,12105,0,0,0,53.6
15,-1.09,12453,0,0,0,66.2
16,-0.01,13209,0,0,0,68
17,0,13654,0,0,0,69.8
18,0,14031,0,0,0,68
19,0,14154,0,0,0,68
20,0,14223,0,0,0,64.4
21,0,13927,0,0,0,62.6
22,-0.01,13054,0,0,0,60.8
23,-1.47,12353,0,0,0,60.8
24,-3.38,11715,0,0,0,60.8
1,-4.18,10961,1,1,0,60.8
2,-4.35,10654,1,1,0,60.8
3,-4.41,10428,1,1,0,60.8
4,-4.45,10328,1,1,0,57.2
5,-4.38,10462,1,1,0,59
6,-4.28,10593,1,1,0,59
7,-4.13,11098,1,1,0,60.8
8,-3.46,11588,1,1,0,62.6
9,-3,12083,1,1,0,46.4
10,-3,12350,1,1,0,60.8
11,-3,12454,1,1,0,60.8
12,-3,12645,1,1,0,60.8
13,-3,12521,1,1,0,60.8
14,-3,12486,1,1,0,60.8
15,-3,12524,1,1,0,60.8
16,-0.25,12799,1,1,0,60.8
17,0,13420,1,1,0,60.8
18,0,13712,1,1,0,60.8
19,0,13959,1,1,0,60.8
20,7.57,14285,1,1,0,60.8
21,0,14216,1,1,0,60.8
22,1.42,13475,1,1,0,60.8
23,5.78,12638,1,1,0,60.8
24,4.31,12227,1,1,0,60.8
1,5.21,11752,1,0,0,44.6
2,-4.13,11480,1,0,0,62.6
3,-4.28,11500,1,0,0,53.6
4,-4.19,11595,1,0,0,53.6
5,-1.94,12162,1,0,0,53.6
6,1.67,13200,1,0,0,53.6
7,3.85,14276,1,0,0,53.6
8,-1,14476,1,0,1,53.6
9,-0.46,14084,1,0,1,53.6
10,2.29,13971,1,0,1,44.6
11,5.31,13905,1,0,1,44.6
12,-2.78,13832,1,0,1,44.6
13,-1.43,13898,1,0,1,44.6
14,-2.53,13972,1,0,1,44.6
15,0,14082,1,0,1,44.6
16,-0.49,14306,1,0,1,64.4
17,6.3,14711,1,0,1,64.4
18,8.99,15005,1,0,1,62.6
19,10.15,15347,1,0,1,62.6
20,12.58,15760,1,0,1,60.8
21,18.91,15848,1,0,1,59
22,3.8,14732,1,0,1,55.4
23,5.47,13450,1,0,1,53.6
24,4.35,12592,1,0,0,53.6
1,-0.01,12060,1,0,0,51.8
2,-3.46,11789,1,0,0,51.8
3,-3.83,11731,1,0,0,48.2
4,-3,11881,1,0,0,46.4
5,-2.07,12269,1,0,0,46.4
6,-0.03,13108,1,0,0,48.2
7,-0.01,14141,1,0,0,50
8,0,14373,1,0,1,53.6
9,0,14341,1,0,1,51.8
10,0,14340,1,0,1,51.8
11,0,14357,1,0,1,51.8
12,0,14502,1,0,1,51.8
13,0,14779,1,0,1,51.8
14,0,14680,1,0,1,51.8
15,0,14757,1,0,1,51.8
16,6.74,15275,1,0,1,51.8
17,17.08,15587,1,0,1,51.8
18,4.08,15473,1,0,1,51.8
19,19.42,15776,1,0,1,51.8
20,18.91,15933,1,0,1,51.8
21,8.98,15740,1,0,1,51.8
22,0.94,14575,1,0,1,51.8
23,-0.21,13188,1,0,1,51.8
24,-0.54,12134,1,0,0,51.8
1,-2.77,11691,1,0,0,50
2,-3,11431,1,0,0,71.6
3,-3,11377,1,0,0,57.2
4,-3,11463,1,0,0,57.2
5,-0.06,12074,1,0,0,57.2
6,0,13238,1,0,0,57.2
7,0,14598,1,0,0,57.2
8,0,15023,1,0,1,57.2
9,0,15195,1,0,1,57.2
10,0,15390,1,0,1,50
11,0,15174,1,0,1,50
12,0,14702,1,0,1,50
13,0,14722,1,0,1,50
14,0,14538,1,0,1,50
15,0,14661,1,0,1,50
16,0,14983,1,0,1,50
17,0,15151,1,0,1,77
18,0,15149,1,0,1,75.2
19,0,15255,1,0,1,71.6
20,0,15284,1,0,1,71.6
21,0,15461,1,0,1,64.4
22,-1.3,14461,1,0,1,60.8
23,-0.26,13361,1,0,1,59
24,-1.96,12449,1,0,0,57.2
1,-3,11875,1,0,0,57.2
2,-4.1,11559,1,0,0,55.4
3,-4.11,11468,1,0,0,55.4
4,-3.55,11547,1,0,0,53.6
5,-1,12147,1,0,0,53.6
6,5.89,13136,1,0,0,53.6
7,7.58,14473,1,0,0,55.4
8,25.11,14896,1,0,1,57.2
9,5.09,14806,1,0,1,59
10,-1.61,14736,1,0,1,57.2
11,5.74,14758,1,0,1,57.2
12,0.48,14600,1,0,1,57.2
13,7.44,14519,1,0,1,57.2
14,16.15,14495,1,0,1,57.2
15,9.57,14552,1,0,1,57.2
16,9.95,14822,1,0,1,57.2
17,5.98,15136,1,0,1,57.2
18,4.8,15093,1,0,1,57.2
19,5.77,15231,1,0,1,57.2
20,6.05,15399,1,0,1,55.4
21,7.97,15410,1,0,1,55.4
22,2.06,14515,1,0,1,55.4
23,-3.47,13312,1,0,1,55.4
24,-4.18,12273,1,0,0,55.4
1,-4.33,11553,0,0,0,57.2
2,-4.33,11152,0,0,0,66.2
3,-4.02,10861,0,0,0,66.2
4,-4.11,10855,0,0,0,66.2
5,-4.42,11026,0,0,0,66.2
6,-4.54,11277,0,0,0,66.2
7,-4.31,11886,0,0,0,66.2
8,-3,12745,0,0,0,66.2
9,-1.34,13382,0,0,0,66.2
10,-1.73,13963,0,0,0,57.2
11,-0.09,14035,0,0,0,57.2
12,-0.48,14070,0,0,0,57.2
13,-2.7,13770,0,0,0,57.2
14,-2.16,13517,0,0,0,57.2
15,-0.12,13648,0,0,0,57.2
16,-0.05,14155,0,0,0,57.2
17,0,14838,0,0,0,68
18,0,14972,0,0,0,64.4
19,0,14610,0,0,0,66.2
20,0,14325,0,0,0,60.8
21,0,14165,0,0,0,62.6
22,-2.37,13588,0,0,0,64.4
23,-2.95,12464,0,0,0,66.2
24,-4.32,11693,0,0,0,66.2
1,-4.69,11256,0,0,0,66.2
2,-4.7,11072,0,0,0,66.2
3,-4.77,11069,0,0,0,66.2
4,-4.83,11035,0,0,0,64.4
5,-6.58,11064,0,0,0,62.6
6,-4.86,11127,0,0,0,62.6
7,-31.03,11590,0,0,0,64.4
8,-4.48,12350,0,0,0,66.2
9,-4.1,12610,0,0,0,66.2
10,-0.26,12694,0,0,0,66.2
11,0.38,12902,0,0,0,66.2
12,-4.1,13015,0,0,0,66.2
13,-4.1,13027,0,0,0,66.2
14,-3,12966,0,0,0,66.2
15,-2.13,13138,0,0,0,66.2
16,1.21,13667,0,0,0,66.2
17,4.97,14263,0,0,0,66.2
18,-2.93,14256,0,0,0,66.2
19,5.72,14530,0,0,0,66.2
20,5.83,14777,0,0,0,66.2
21,5.21,14807,0,0,0,66.2
22,9.68,14118,0,0,0,66.2
23,3.05,12999,0,0,0,66.2
24,-3.99,12057,0,0,0,66.2
1,-4.53,11493,1,0,0,55.4
2,-4.73,11200,1,0,0,68
3,-4.73,11300,1,0,0,60.8
4,-4.5,11556,1,0,0,60.8
5,-4.75,11793,1,0,0,60.8
6,-3.49,12744,1,0,0,60.8
7,5.17,13997,1,0,0,60.8
8,6.02,14413,1,0,1,60.8
9,6.02,14331,1,0,1,60.8
10,9.79,14594,1,0,1,55.4
11,8.73,14741,1,0,1,55.4
12,5.94,14711,1,0,1,55.4
13,5.88,14694,1,0,1,55.4
14,5.89,14764,1,0,1,55.4
15,5.92,14778,1,0,1,55.4
16,5.98,15298,1,0,1,55.4
17,24.94,15591,1,0,1,71.6
18,15.48,15829,1,0,1,69.8
19,8.77,15912,1,0,1,68
20,24.42,15960,1,0,1,64.4
21,11.73,15765,1,0,1,60.8
22,5.85,14584,1,0,1,60.8
23,1.33,13294,1,0,1,57.2
24,-2.56,12344,1,0,0,60.8
1,-4.14,11806,1,0,0,57.2
2,-4.3,11514,1,0,0,55.4
3,-4.35,11403,1,0,0,53.6
4,-4.19,11411,1,0,0,53.6
5,-3.65,12090,1,0,0,51.8
6,-0.53,13354,1,0,0,51.8
7,3.73,14668,1,0,0,50
8,0.93,15229,1,0,1,50
9,5.84,15447,1,0,1,50
10,2.21,15479,1,0,1,57.2
11,5.37,15500,1,0,1,57.2
12,3.1,15467,1,0,1,57.2
13,2.92,15537,1,0,1,57.2
14,2.92,15307,1,0,1,57.2
15,6.24,15284,1,0,1,57.2
16,10.08,15586,1,0,1,57.2
17,22.31,15847,1,0,1,57.2
18,0,15660,1,0,1,57.2
19,4.71,15754,1,0,1,57.2
20,5.88,15878,1,0,1,55.4
21,3.85,15734,1,0,1,55.4
22,9.33,14712,1,0,1,55.4
23,8.69,13654,1,0,1,55.4
24,5.77,12823,1,0,0,55.4
1,-0.38,12174,1,0,0,51.8
2,-4.1,11818,1,0,0,57.2
3,-4.1,11810,1,0,0,55.4
4,-4.35,11915,1,0,0,55.4
5,-2.48,12474,1,0,0,55.4
6,6.01,13443,1,0,0,55.4
7,12.26,14851,1,0,0,55.4
8,9.08,15392,1,0,1,55.4
9,21.71,15357,1,0,1,55.4
10,6.57,15323,1,0,1,51.8
11,7.14,15202,1,0,1,51.8
12,5.72,15057,1,0,1,51.8
13,5.68,14879,1,0,1,51.8
14,5.37,14820,1,0,1,51.8
15,-0.19,14635,1,0,1,51.8
16,5.06,14954,1,0,1,51.8
17,13.27,15384,1,0,1,57.2
18,6.14,15303,1,0,1,57.2
19,11.85,15487,1,0,1,57.2
20,6.56,15672,1,0,1,57.2
21,13.58,15702,1,0,1,55.4
22,2.81,14861,1,0,1,55.4
23,1.33,13671,1,0,1,55.4
24,-1.81,12746,1,0,0,55.4
1,-4.33,12245,1,0,0,55.4
2,-4.49,11769,1,0,0,55.4
3,-4.48,11672,1,0,0,53.6
4,-4.46,11774,1,0,0,55.4
5,-3.55,12226,1,0,0,51.8
6,4.36,13316,1,0,0,53.6
7,7.77,14412,1,0,0,55.4
8,5.76,14818,1,0,1,55.4
9,3.54,14767,1,0,1,59
10,5.82,14934,1,0,1,55.4
11,1.46,14772,1,0,1,55.4
12,1.35,14582,1,0,1,55.4
13,2.6,14638,1,0,1,55.4
14,1.91,14785,1,0,1,55.4
15,1.27,14779,1,0,1,55.4
16,13.12,15118,1,0,1,55.4
17,13.29,15451,1,0,1,55.4
18,5.8,15467,1,0,1,55.4
19,5.89,15606,1,0,1,55.4
20,9.19,15811,1,0,1,55.4
21,6.51,15723,1,0,1,55.4
22,5.58,14761,1,0,1,55.4
23,-0.81,13670,1,0,1,55.4
24,-3.96,12746,1,0,0,55.4
1,-4.33,12181,1,0,0,59
2,-4.51,11849,1,0,0,60.8
3,-4.5,11743,1,0,0,55.4
4,-4.59,11827,1,0,0,55.4
5,-4.46,12157,1,0,0,55.4
6,-2.5,13099,1,0,0,55.4
7,5.28,14152,1,0,0,55.4
8,5.96,14650,1,0,1,55.4
9,5.8,14616,1,0,1,55.4
10,5.98,14555,1,0,1,59
11,9.97,14468,1,0,1,59
12,7.65,14317,1,0,1,59
13,39.35,14346,1,0,1,59
14,23.13,14423,1,0,1,59
15,5.87,14359,1,0,1,59
16,5.65,14853,1,0,1,59
17,4.85,15132,1,0,1,64.4
18,4.65,15165,1,0,1,62.6
19,5.72,15148,1,0,1,60.8
20,3.93,15165,1,0,1,57.2
21,1.81,15183,1,0,1,55.4
22,-0.01,14490,1,0,1,55.4
23,-1.12,13199,1,0,1,55.4
24,-4.38,12251,1,0,0,55.4
1,-4.44,11686,0,0,0,55.4
2,-4.51,11418,0,0,0,55.4
3,-4.53,11261,0,0,0,55.4
4,-4.58,11271,0,0,0,55.4
5,-4.6,11198,0,0,0,53.6
6,-4.62,11413,0,0,0,53.6
7,-4.44,12112,0,0,0,55.4
8,-3.37,12952,0,0,0,57.2
9,5.28,13553,0,0,0,59
10,5.75,13752,0,0,0,55.4
11,5.87,13698,0,0,0,55.4
12,5.89,13801,0,0,0,55.4
13,5.87,13744,0,0,0,55.4
14,4.8,13497,0,0,0,55.4
15,-0.06,13525,0,0,0,55.4
16,-1.24,13745,0,0,0,55.4
17,3.97,14271,0,0,0,55.4
18,5.86,14442,0,0,0,55.4
19,6.08,14510,0,0,0,55.4
20,1.36,14134,0,0,0,55.4
21,0,14202,0,0,0,55.4
22,-0.19,13516,0,0,0,55.4
23,-0.97,12721,0,0,0,55.4
24,-4.07,11988,0,0,0,55.4
1,-4.39,11366,0,0,0,60.8
2,-4.53,11097,0,0,0,60.8
3,-4.58,11131,0,0,0,50
4,-4.47,11116,0,0,0,50
5,-4.82,11040,0,0,0,50
6,-4.57,11215,0,0,0,50
7,-4.47,11690,0,0,0,50
8,-0.3,12369,0,0,0,50
9,3.22,13068,0,0,0,50
10,4.64,13166,0,0,0,60.8
11,-2.43,13032,0,0,0,60.8
12,-0.28,12948,0,0,0,60.8
13,-2.93,12675,0,0,0,60.8
14,-3,12560,0,0,0,60.8
15,-3,12399,0,0,0,60.8
16,-3,12727,0,0,0,60.8
17,-0.04,13319,0,0,0,64.4
18,0,13764,0,0,0,64.4
19,1.33,14077,0,0,0,60.8
20,6.59,14219,0,0,0,59
21,11.34,14309,0,0,0,55.4
22,3.02,13619,0,0,0,51.8
23,-0.01,12593,0,0,0,50
24,-3.39,11896,0,0,0,50
1,-4.03,11460,1,0,0,46.4
2,-4.42,11215,1,0,0,46.4
3,-4.48,11056,1,0,0,46.4
4,-4.53,11141,1,0,0,44.6
5,-4.28,11615,1,0,0,44.6
6,-1.51,12603,1,0,0,44.6
7,-0.26,13770,1,0,0,46.4
8,0,14050,1,0,1,48.2
9,0,14042,1,0,1,48.2
10,0,13971,1,0,1,46.4
11,0,13880,1,0,1,46.4
12,0,13802,1,0,1,46.4
13,-0.77,13751,1,0,1,46.4
14,-3,13680,1,0,1,46.4
15,-3,13885,1,0,1,46.4
16,-1.75,14215,1,0,1,46.4
17,0.37,14660,1,0,1,46.4
18,-0.03,14853,1,0,1,46.4
19,0.38,15288,1,0,1,46.4
20,13.6,15518,1,0,1,46.4
21,18.93,15513,1,0,1,46.4
22,16.52,14664,1,0,1,46.4
23,2.81,13517,1,0,1,46.4
24,-2.78,12464,1,0,0,46.4
1,-4.2,11994,1,0,0,46.4
2,-4.28,11701,1,0,0,59
3,-4.39,11666,1,0,0,55.4
4,-4.4,11742,1,0,0,55.4
5,-4.18,12112,1,0,0,55.4
6,2.6,13102,1,0,0,55.4
7,1.5,14098,1,0,0,55.4
8,0,14440,1,0,1,55.4
9,7.31,14551,1,0,1,55.4
10,16.12,14591,1,0,1,46.4
11,17.87,14730,1,0,1,46.4
12,1.44,14834,1,0,1,46.4
13,0,14914,1,0,1,46.4
14,0,14838,1,0,1,46.4
15,0,14974,1,0,1,46.4
16,0,15245,1,0,1,46.4
17,0,15489,1,0,1,60.8
18,0,15430,1,0,1,60.8
19,0,15492,1,0,1,59
20,0,15623,1,0,1,57.2
21,6.25,15615,1,0,1,55.4
22,4.32,14728,1,0,1,55.4
23,-0.48,13474,1,0,1,55.4
24,-2.7,12517,1,0,0,55.4
1,-4.3,12009,1,0,0,55.4
2,-4.48,11642,1,0,0,57.2
3,-4.68,11540,1,0,0,57.2
4,-4.64,11571,1,0,0,57.2
5,-4.39,12052,1,0,0,57.2
6,-0.11,13282,1,0,0,57.2
7,-0.29,14432,1,0,0,57.2
8,24.24,15027,1,0,1,57.2
9,31.86,15108,1,0,1,57.2
10,14.59,15147,1,0,1,62.6
11,18.05,15263,1,0,1,62.6
12,12.61,15457,1,0,1,62.6
13,21.28,15538,1,0,1,60.8
14,6.86,15519,1,0,1,60.8
15,6.26,15686,1,0,1,59
16,13.52,16017,1,0,1,57.2
17,24.39,16109,1,0,1,57.2
18,20.29,16058,1,0,1,57.2
19,13.86,16162,1,0,1,57.2
20,7.22,16221,1,0,1,57.2
21,8.49,15974,1,0,1,57.2
22,1.9,14844,1,0,1,57.2
23,5.96,13711,1,0,1,57.2
24,3.35,12898,1,0,0,57.2
1,-0.02,12295,1,0,0,57.2
2,-1.8,11925,1,0,0,59
3,-3.55,11689,1,0,0,60.8
4,-4.01,11651,1,0,0,60.8
5,-1.13,12148,1,0,0,60.8
6,2.39,13077,1,0,0,60.8
7,9.44,14241,1,0,0,60.8
8,5.68,14706,1,0,1,60.8
9,5.1,14419,1,0,1,60.8
10,5.83,14397,1,0,1,57.2
11,16.68,14415,1,0,1,57.2
12,5.93,14423,1,0,1,57.2
13,6.29,14622,1,0,1,57.2
14,5.85,14635,1,0,1,57.2
15,5.68,14702,1,0,1,57.2
16,-0.15,14985,1,0,1,57.2
17,5.96,15587,1,0,1,57.2
18,5.9,15766,1,0,1,57.2
19,5.87,15995,1,0,1,57.2
20,5.89,15952,1,0,1,68
21,6.78,15942,1,0,1,68
22,4.59,15266,1,0,1,66.2
23,0.32,14033,1,0,1,62.6
24,-2.35,12998,1,0,0,60.8
1,-4.25,12387,1,0,0,59
2,-4.46,12023,1,0,0,75.2
3,-4.55,11802,1,0,0,64.4
4,-4.59,11833,1,0,0,64.4
5,-4.49,12139,1,0,0,64.4
6,-4.37,12967,1,0,0,64.4
7,-0.12,14180,1,0,0,64.4
8,-3.09,14640,1,0,1,64.4
9,-3.83,14679,1,0,1,64.4
10,-3,14780,1,0,1,59
11,-4.03,14827,1,0,1,59
12,-2.04,14782,1,0,1,73.4
13,2.74,15037,1,0,1,75.2
14,-1.7,15115,1,0,1,77
15,-0.02,15078,1,0,1,77
16,2.4,15495,1,0,1,78.8
17,4.03,15919,1,0,1,78.8
18,0.4,16110,1,0,1,77
19,5.38,16369,1,0,1,75.2
20,5.64,16281,1,0,1,73.4
21,2.22,16006,1,0,1,69.8
22,-1.49,15230,1,0,1,66.2
23,-3.19,13964,1,0,1,64.4
24,-4.58,12883,1,0,0,64.4
1,-4.91,12057,0,0,0,62.6
3,-48.08,11132,0,0,0,59
4,-4.89,11053,0,0,0,57.2
5,-4.91,10997,0,0,0,62.6
6,-5.81,11129,0,0,0,62.6
